0.00100       1000000000006650740080640.00000
0.00589       577588570142764.87500
0.01077       409124583265.97504
0.01566       4597878290.29458
0.02055       176670156.84981
0.02543       13652845.79614
0.03032       1657028.64356 
0.03521       275845.41917  
0.04009       58025.81476   
0.04498       14631.45057   
0.04987       4271.87833    
0.05475       1413.37629    
0.05964       523.39012     
0.06453       216.28468     
0.06941       99.51577      
0.07430       50.56595      
0.07919       28.33857      
0.08407       16.47066      
0.08896       9.50156       
0.09385       4.66129       
0.09873       0.57104       
0.10362       -2.42172      
0.10851       -4.59347      
0.11339       -6.75449      
0.11828       -8.09302      
0.12317       -9.09831      
0.12805       -9.76473      
0.13294       -10.18840     
0.13783       -10.29475     
0.14271       -9.84686      
0.14760       -9.58978      
0.15248       -8.94426      
0.15737       -8.04013      
0.16226       -7.35894      
0.16714       -6.40995      
0.17203       -5.65995      
0.17692       -5.15723      
0.18180       -5.28689      
0.18669       -6.19974      
0.19158       -8.19355      
0.19646       -11.20388     
0.20135       -14.47593     
0.20624       -17.37360     
0.21112       -19.57366     
0.21601       -21.42920     
0.22090       -22.66868     
0.22578       -23.64440     
0.23067       -24.24274     
0.23556       -24.77089     
0.24044       -24.98726     
0.24533       -24.94425     
0.25022       -24.83492     
0.25510       -24.62785     
0.25999       -24.28981     
0.26488       -23.95849     
0.26976       -23.51824     
0.27465       -23.03143     
0.27954       -22.53585     
0.28442       -21.93252     
0.28931       -21.43286     
0.29420       -20.95621     
0.29908       -20.42841     
0.30397       -20.02140     
0.30886       -19.57618     
0.31374       -19.04995     
0.31863       -18.68359     
0.32352       -18.37179     
0.32840       -17.98574     
0.33329       -17.66874     
0.33818       -17.32416     
0.34306       -17.12323     
0.34795       -16.76858     
0.35284       -16.53084     
0.35772       -16.16138     
0.36261       -16.00634     
0.36750       -15.53521     
0.37238       -15.40249     
0.37727       -15.01874     
0.38216       -14.71786     
0.38704       -14.41484     
0.39193       -14.14340     
0.39682       -13.80596     
0.40170       -13.52152     
0.40659       -13.22472     
0.41148       -13.00267     
0.41636       -12.79185     
0.42125       -12.57739     
0.42613       -12.44455     
0.43102       -12.33283     
0.43591       -12.24020     
0.44079       -12.27230     
0.44568       -12.19423     
0.45057       -12.13570     
0.45545       -12.27445     
0.46034       -12.14300     
0.46523       -12.16898     
0.47011       -12.16961     
0.47500       -12.09974     
0.47989       -12.15020     
0.48477       -12.18209     
0.48966       -12.12204     
0.49455       -12.09669     
0.49943       -12.16652     
0.50432       -12.12242     
0.50921       -11.94599     
0.51409       -11.94273     
0.51898       -11.89078     
0.52387       -11.54424     
0.52875       -11.36189     
0.53364       -11.24413     
0.53853       -11.04179     
0.54341       -10.74535     
0.54830       -10.53392     
0.55319       -10.57458     
0.55807       -10.25222     
0.56296       -10.04871     
0.56785       -10.15828     
0.57273       -9.86155      
0.57762       -9.74925      
0.58251       -9.76837      
0.58739       -9.47370      
0.59228       -9.46602      
0.59717       -9.40598      
0.60205       -9.31159      
0.60694       -9.19482      
0.61183       -9.02077      
0.61671       -9.01056      
0.62160       -9.01579      
0.62649       -8.86687      
0.63137       -8.72996      
0.63626       -8.69305      
0.64115       -8.61579      
0.64603       -8.57862      
0.65092       -8.55496      
0.65581       -8.43104      
0.66069       -8.30679      
0.66558       -8.22271      
0.67047       -8.21428      
0.67535       -8.15458      
0.68024       -8.00775      
0.68513       -7.96083      
0.69001       -7.99359      
0.69490       -7.90411      
0.69978       -7.77827      
0.70467       -7.70047      
0.70956       -7.66116      
0.71444       -7.54221      
0.71933       -7.41795      
0.72422       -7.41940      
0.72910       -7.36455      
0.73399       -7.23884      
0.73888       -7.18747      
0.74376       -7.15059      
0.74865       -7.16889      
0.75354       -7.06477      
0.75842       -6.91177      
0.76331       -6.91302      
0.76820       -6.97156      
0.77308       -6.80766      
0.77797       -6.64787      
0.78286       -6.70287      
0.78774       -6.75862      
0.79263       -6.57142      
0.79752       -6.44289      
0.80240       -6.70422      
0.80729       -6.36270      
0.81218       -6.34255      
0.81706       -6.39416      
0.82195       -6.42910      
0.82684       -6.29156      
0.83172       -6.19362      
0.83661       -6.26671      
0.84150       -6.17720      
0.84638       -6.11141      
0.85127       -6.10556      
0.85616       -6.03910      
0.86104       -5.97210      
0.86593       -5.91259      
0.87082       -5.87223      
0.87570       -5.90986      
0.88059       -5.84543      
0.88548       -5.75555      
0.89036       -5.72275      
0.89525       -5.68820      
0.90014       -5.67910      
0.90502       -5.63830      
0.90991       -5.63554      
0.91480       -5.55481      
0.91968       -5.47411      
0.92457       -5.51244      
0.92946       -5.45849      
0.93434       -5.39567      
0.93923       -5.43131      
0.94412       -5.32919      
0.94900       -5.21576      
0.95389       -5.28692      
0.95878       -5.32122      
0.96366       -5.21428      
0.96855       -5.07620      
0.97343       -5.09408      
0.97832       -5.17450      
0.98321       -4.99166      
0.98809       -4.89228      
0.99298       -4.92192      
0.99787       -4.99340      
1.00275       -4.84303      
1.00764       -4.75924      
1.01253       -4.82219      
1.01741       -4.76919      
1.02230       -4.63799      
1.02719       -4.63136      
1.03207       -4.62134      
1.03696       -4.43902      
1.04185       -4.41983      
1.04673       -4.38966      
1.05162       -4.30760      
1.05651       -4.35894      
1.06139       -4.35300      
1.06628       -4.22987      
1.07117       -4.18917      
1.07605       -4.19465      
1.08094       -4.21326      
1.08583       -4.15071      
1.09071       -4.11204      
1.09560       -4.11949      
1.10049       -4.12380      
1.10537       -4.03228      
1.11026       -4.06123      
1.11515       -4.14832      
1.12003       -3.97909      
1.12492       -3.87298      
1.12981       -3.96334      
1.13469       -3.98510      
1.13958       -3.84898      
1.14447       -3.79938      
1.14935       -3.90395      
1.15424       -3.88330      
1.15913       -3.78705      
1.16401       -3.78824      
1.16890       -3.77513      
1.17379       -3.75650      
1.17867       -3.79401      
1.18356       -3.76717      
1.18845       -3.72459      
1.19333       -3.68286      
1.19822       -3.61376      
1.20311       -3.62102      
1.20799       -3.63116      
1.21288       -3.54141      
1.21777       -3.54358      
1.22265       -3.54659      
1.22754       -3.45772      
1.23243       -3.41133      
1.23731       -3.51947      
1.24220       -3.49272      
1.24709       -3.36558      
1.25197       -3.31306      
1.25686       -3.38299      
1.26174       -3.37031      
1.26663       -3.29399      
1.27152       -3.28205      
1.27640       -3.29988      
1.28129       -3.23468      
1.28618       -3.19697      
1.29106       -3.14693      
1.29595       -3.18458      
1.30084       -3.16331      
1.30572       -3.11090      
1.31061       -3.08127      
1.31550       -3.09137      
1.32038       -3.13696      
1.32527       -3.11932      
1.33016       -3.09870      
1.33504       -3.00000      
1.33993       -2.96674      
1.34482       -3.01607      
1.34970       -3.02726      
1.35459       -2.93864      
1.35948       -2.93576      
1.36436       -2.96393      
1.36925       -2.90751      
1.37414       -2.94025      
1.37902       -2.95914      
1.38391       -2.84933      
1.38880       -2.82991      
1.39368       -2.91553      
1.39857       -2.92874      
1.40346       -2.84073      
1.40834       -2.82816      
1.41323       -2.87417      
1.41812       -2.75094      
1.42300       -2.80159      
1.42789       -2.80404      
1.43278       -2.68764      
1.43766       -2.74792      
1.44255       -2.83881      
1.44744       -2.76384      
1.45232       -2.69299      
1.45721       -2.65788      
1.46210       -2.69351      
1.46698       -2.71451      
1.47187       -2.65253      
1.47676       -2.54138      
1.48164       -2.69068      
1.48653       -2.73698      
1.49142       -2.59289      
1.49630       -2.53136      
1.50119       -2.51130      
1.50608       -2.49455      
1.51096       -2.47791      
1.51585       -2.46138      
1.52074       -2.44496      
1.52562       -2.42865      
1.53051       -2.41246      
1.53539       -2.39637      
1.54028       -2.38040      
1.54517       -2.36453      
1.55005       -2.34877      
1.55494       -2.33311      
1.55983       -2.31756      
1.56471       -2.30212      
1.56960       -2.28678      
1.57449       -2.27154      
1.57937       -2.25641      
1.58426       -2.24138      
1.58915       -2.22645      
1.59403       -2.21162      
1.59892       -2.19690      
1.60381       -2.18227      
1.60869       -2.16774      
1.61358       -2.15331      
1.61847       -2.13897      
1.62335       -2.12473      
1.62824       -2.11059      
1.63313       -2.09655      
1.63801       -2.08259      
1.64290       -2.06874      
1.64779       -2.05497      
1.65267       -2.04130      
1.65756       -2.02772      
1.66245       -2.01423      
1.66733       -2.00084      
1.67222       -1.98753      
1.67711       -1.97431      
1.68199       -1.96118      
1.68688       -1.94814      
1.69177       -1.93519      
1.69665       -1.92232      
1.70154       -1.90954      
1.70643       -1.89685      
1.71131       -1.88424      
1.71620       -1.87172      
1.72109       -1.85928      
1.72597       -1.84693      
1.73086       -1.83465      
1.73575       -1.82246      
1.74063       -1.81035      
1.74552       -1.79833      
1.75041       -1.78638      
1.75529       -1.77452      
1.76018       -1.76273      
1.76507       -1.75102      
1.76995       -1.73939      
1.77484       -1.72784      
1.77973       -1.71637      
1.78461       -1.70497      
1.78950       -1.69365      
1.79439       -1.68241      
1.79927       -1.67124      
1.80416       -1.66015      
1.80904       -1.64913      
1.81393       -1.63818      
1.81882       -1.62731      
1.82370       -1.61651      
1.82859       -1.60578      
1.83348       -1.59513      
1.83836       -1.58455      
1.84325       -1.57403      
1.84814       -1.56359      
1.85302       -1.55322      
1.85791       -1.54291      
1.86280       -1.53268      
1.86768       -1.52251      
1.87257       -1.51242      
1.87746       -1.50239      
1.88234       -1.49242      
1.88723       -1.48253      
1.89212       -1.47270      
1.89700       -1.46293      
1.90189       -1.45323      
1.90678       -1.44360      
1.91166       -1.43403      
1.91655       -1.42452      
1.92144       -1.41508      
1.92632       -1.40570      
1.93121       -1.39638      
1.93610       -1.38713      
1.94098       -1.37794      
1.94587       -1.36881      
1.95076       -1.35974      
1.95564       -1.35073      
1.96053       -1.34178      
1.96542       -1.33289      
1.97030       -1.32406      
1.97519       -1.31529      
1.98008       -1.30657      
1.98496       -1.29792      
1.98985       -1.28932      
1.99474       -1.28078      
1.99962       -1.27230      
2.00451       -1.26388      
2.00940       -1.25551      
2.01428       -1.24719      
2.01917       -1.23893      
2.02406       -1.23073      
2.02894       -1.22258      
2.03383       -1.21449      
2.03872       -1.20645      
2.04360       -1.19846      
2.04849       -1.19053      
2.05338       -1.18265      
2.05826       -1.17482      
2.06315       -1.16704      
2.06804       -1.15932      
2.07292       -1.15165      
2.07781       -1.14403      
2.08270       -1.13646      
2.08758       -1.12894      
2.09247       -1.12147      
2.09735       -1.11405      
2.10224       -1.10668      
2.10713       -1.09936      
2.11201       -1.09208      
2.11690       -1.08486      
2.12179       -1.07768      
2.12667       -1.07055      
2.13156       -1.06347      
2.13645       -1.05644      
2.14133       -1.04945      
2.14622       -1.04251      
2.15111       -1.03562      
2.15599       -1.02877      
2.16088       -1.02197      
2.16577       -1.01521      
2.17065       -1.00850      
2.17554       -1.00183      
2.18043       -0.99521      
2.18531       -0.98863      
2.19020       -0.98209      
2.19509       -0.97560      
2.19997       -0.96915      
2.20486       -0.96275      
2.20975       -0.95638      
2.21463       -0.95006      
2.21952       -0.94378      
2.22441       -0.93754      
2.22929       -0.93135      
2.23418       -0.92519      
2.23907       -0.91908      
2.24395       -0.91301      
2.24884       -0.90698      
2.25373       -0.90098      
2.25861       -0.89503      
2.26350       -0.88912      
2.26839       -0.88324      
2.27327       -0.87741      
2.27816       -0.87161      
2.28305       -0.86586      
2.28793       -0.86014      
2.29282       -0.85446      
2.29771       -0.84881      
2.30259       -0.84321      
2.30748       -0.83764      
2.31237       -0.83211      
2.31725       -0.82661      
2.32214       -0.82115      
2.32703       -0.81573      
2.33191       -0.81035      
2.33680       -0.80500      
2.34169       -0.79968      
2.34657       -0.79440      
2.35146       -0.78916      
2.35635       -0.78395      
2.36123       -0.77877      
2.36612       -0.77363      
2.37100       -0.76853      
2.37589       -0.76345      
2.38078       -0.75841      
2.38566       -0.75341      
2.39055       -0.74844      
